CODIGO ARTICULO,CLI,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
,8099,,,,,,1,,3,,
,8401,,,,,,,,,2,
,8536,,,,5,,10,,,,
,8901,,,,,2,,,,,
,9296,,,,,,,2,,,
,13027,,,,,,,,6,,
ARTICULO29783,548,,10,,,,,,,,
,7372,,,,2,,,,,,
ARTICULO29785,289,1,,,,,,,,,
,4909,,1,,,,,,,,
ARTICULO29787,2777,1,,3,,,,,,,
,3422,,1,,,,,,,,
,3754,,,,,1,,,,,
,5001,,,2,,2,,,,,
,6907,,,,,2,,,,,
ARTICULO29792,2216,,6,,,,,,,,
,2282,,,1,,,,,,,
,2301,2,,,,,,,,,
,2396,2,,,,,,,,,
,2623,,,2,2,,,,,,
,2677,,,,,1,,,,,
,3716,3,,,,,,,,,
,5931,2,,,,,,,,,
,7756,6,,,,,,,,,
ARTICULO29801,5851,,,1,,,,,,,
ARTICULO29802,7,,2,,,,,,,,
,2775,,,,4,,,,,,
,5931,6,,,,,,,,,
ARTICULO29805,166,,,0,,,,,,,
,266,,2,6,6,,3,,,,
,427,4,3,,1,,21,,,,
,452,,,,1,,,,,,
,469,,,,4,,,,,,
,711,,,,,2,4,,,,
,925,3,,,1,,,,,,
,1271,2,,,,,,,,,
,1424,,,,3,6,3,1,,,
,1492,,6,,,,,,,,
,1928,2,5,1,1,,,,,,
,2083,,,,,1,,,,,
,2135,3,,,,,,,,,
,2187,3,16,8,3,6,,,,,
,2216,,12,7,12,27,24,7,,,
,2227,1,,1,1,,,,,,
,2282,,,5,,3,,,,,
,2307,3,,3,,,2,,,,
,2309,,,,,,1,1,,,
,2327,,2,,,,,,,,
,2460,5,,,4,,,,,,
,2518,,,2,,,,,,,
,2582,,1,,,,,,,,
,2667,,,,10,2,,,,,
,2775,,,,,2,,,,,
,2777,3,,4,,,,,,,
,2826,,6,12,,,,,,,
,2932,,,1,,,,,,,
,3164,,,,6,,,,,,
,3335,8,,,,6,,,,,
,3413,2,2,,,,,,,,
,3545,,,,3,,,,,,
,3634,,,,,1,,,,,
,3768,2,,,,,,,,,
,4061,,,,3,,,,,,
,4216,,,,,,,1,,,
,4258,46,42,41,20,22,22,9,,,
,4453,,,,,,1,,,,
,4497,6,,,,,,,,,
,4716,,,4,,,,,,,
,4794,,2,,,,,,,,
,5148,,4,,,,,,,,
,5477,,,2,,,,,,,
,5493,,,,,1,,,,,
,5851,,,1,,,,,,,
,6296,116,132,120,304,200,260,280,135,,
,6871,,,,,2,,,,,
,7093,,1,,,,,,,,
,7477,,,1,1,,,,,,
,7519,,,4,,2,,,,,
,7975,,6,2,2,,,,,,
,7997,,,1,,,,,,,
,8027,,,2,,,,,,,
,8120,,1,,,,,,,,
,8325,,,3,,,,,,,
,8401,,,1,,,,,,,
,8849,,,,,2,,,,,
,8923,,,,,,,1,,,
,8999,,,,,,1,,,,
,9365,,,,,,,1,,,
,10531,,3,,,,,,,,
,13027,,,3,,,,,,,
ARTICULO29867,5318,,,4,,,,,,,
ARTICULO29868,3164,2,,,,,,,,,
ARTICULO29869,422,6,,,,,,,,,
,427,2,,,4,5,,,,,
,645,,,4,,,,,,,
,664,,1,,,,,,,,
,925,,,,,,,4,,,
,1271,,,,,1,13,,,,
,1437,,10,,,6,14,,,,
,1594,,,,1,,,,,,
,2029,12,8,8,3,,,,,,
,2066,,4,2,5,,2,,,,
,2083,,,,,2,,13,,,
,2174,,,12,4,2,,,,,
,2187,5,1,6,,14,,,,,
,2216,,3,3,,,,,,,
,2227,,,,,,,3,,,
,2282,2,,,1,,8,,,,
,2307,4,,,,,,,,,
,2309,,,,,,3,7,,,
,2366,1,,,,,,,,,
,2396,,4,,,3,4,13,7,,
,2479,,,,2,6,,11,,,
,2623,,,4,2,,,,4,,
,2775,,,,,1,,,,,
,2826,,,,,,1,3,,,
,3162,,,8,,,,,,,
,3164,,,,,,,1,,,
,3217,,,,4,,,,,,
,3335,,,,6,5,,,,,
,3422,8,,,,,,,,,
,3558,,,2,,,,,,,
,3975,,,,,,,3,,,
,4077,,,,,,1,,,,
,4102,,,,,,1,,,,
,4345,,,4,,,,,,,
,4453,2,,,4,,,,,,
,4556,,,4,,,,,,,
,4805,,,,,2,,,,,
,4909,6,2,,,3,-1,,1,,
,4910,,,,1,,,,,,
,4987,20,30,50,30,,,,,,
,5045,,,2,,,2,,,,
,5558,,,,4,,,,,,
,6755,,3,8,10,,,,,,
,6871,,,,,,,1,,,
,7093,,,1,,,,,,,
,7186,,1,,,,,,,,
,7424,3,,,,,,,,,
,7475,,,,,3,4,1,,,
,7519,,2,,,,,,,,
,7685,1,,,,,,,,,
,8027,,6,,,,,,,,
,8626,,,,2,,,,,,
,8805,,,,,8,,,,,
,90230,,,,,,,3,,,
ARTICULO29923,377,,,,1,,,,,,
,427,,,,,,,,1,,3
,543,,,,,,,1,,1,
,711,,,,,,,1,,,
,1236,,,,,,,,,1,
,1437,,4,6,,6,4,,,,6
,1855,,,,1,,,,,,
,2066,,2,,,5,,,,,
,2119,,,,,16,,,,,
,2135,,1,,,,,,3,,
,2187,,,,,2,,,,,
,2396,,,,,,2,2,,,
,2479,,,,,,,,5,6,
,2582,,,,,,,,6,,
,2623,,3,,,,,,,1,
,2775,,,3,,,,,,,
,2826,,,3,,,,,,,
,3422,,,,,,,,,,1
,4483,,,,,,,,2,,
,4644,,,,,,,,3,,
,5493,,,,,,,,,,5
,5851,,,2,,,,,,,
,6122,5,,,4,1,,1,1,,
,6871,,,,,,,1,,,
,7118,7,1,14,,,2,,1,,
,7467,,1,2,,,1,,,,
,7475,1,,,,4,,,,,
,7932,,4,,,,,,,,
,9094,,,,,,1,,,,
,9781,,,,,,,,,1,
,9830,,,,,,,,,1,
,10991,,,,,,,2,,,
,13027,,,,,,,3,,,
ARTICULO29956,2135,,,,,,,,,1,2
,2227,,,,,2,,,,,
,2282,,,,,,,2,,,
,4156,,,,,2,,,,,
,4909,,,,,,,,3,,
,7118,,,4,51,11,15,9,16,7,11
,9191,,,,,,6,,,,
,9510,,,,,,,,1,,
ARTICULO29964,5318,,,4,,,,,,,
ARTICULO29965,427,1,,,,,,,,,
ARTICULO29966,427,4,,,2,,,4,,,
,711,,,20,10,20,20,,16,,
,895,,2,,,,,,,,
,1091,,1,,,,,,,,
,1175,1,,,,,,,,,
,1271,,,,,,5,,,,
,2066,2,2,,5,,,,,,
,2119,,1,,,,,,,,
,2135,,,3,,,,,,,
,2174,,,10,,,,,,,
,2187,2,1,1,,4,,,,,
,2216,,2,,1,2,,,,,
,2227,,,2,,1,,,,,
,2309,,1,,,,,,,,
,2460,2,,,,,,,,,
,2582,,,,3,,,,,,
,3076,,,,,8,,,,,
,3164,,4,,,,,,,,
,3634,,,,,1,,,,,
,4061,,,,,,1,,,,
,4453,,,,,,,6,2,,
,4530,,1,,,,,,,,
,5558,,,,6,,,,,,
,7174,,2,,,,,,,,
,8461,,,,1,,,,,,
,8641,,,,,10,2,,,,
,9388,,,,,,,2,,,
ARTICULO29993,266,,,,5,,,,,,
,427,,,,,,,1,1,,
,1492,,,7,4,1,,,,,
,2216,2,,2,1,,,,,,
,2226,,,,,,4,,,,
,2826,,,,2,,,,,,
,5689,14,9,15,20,10,10,,,4,
,6073,,,2,,,,,,,
,6900,,1,,,,,,,,
,7719,,,,,,,6,,,
ARTICULO30003,7,2,,,,,,,,,
,427,1,,,,7,,4,,,
,441,,8,1,2,,,,,,
,697,2,,,,,,,,,
,1271,,,,,,12,2,10,,
,2029,,4,,,,,,,,
,2066,,2,,,,,,,,
,2083,,6,,10,,,,,,
,2174,,3,,,,,,2,,
,2187,9,23,13,13,6,,,,,
,2216,,,3,9,2,2,1,,,
,2227,2,,1,,,,2,,,
,2282,,,,5,,,,,,
,2309,,,2,,,,,,,
,2541,2,,,,,,,,,
,2623,5,,,,4,,7,,,
,2775,,,,,5,,1,,,
,2826,,,2,,,,,,,
,3211,,1,,,,,,,,
,3930,,,1,,,,,,,
,4453,,,,,,2,,,,
,4497,,,,,,,,2,,
,4909,5,,,,,,,,,
,5493,,,,,,,,6,,
,5558,,,,6,,,,,,
,6008,,,,,,,,2,,
,6511,,,,,,1,,,,
,6900,1,,,,,,,,,
,7118,,,11,,,,,,,
,7194,,,,,2,,,,,
,7519,,2,1,,,,,,,
,8225,,,2,,,,,,,
,8295,,,1,,,,,,,
,9487,,,,,,,,3,,
,9622,,,,,,,,1,,
,13027,,,,4,,,,,,
ARTICULO30039,2187,2,,,,,,,,,
ARTICULO30040,345,,,4,,,,,,,
,427,,,,,2,2,,1,,
,1271,,,,,,2,6,,,6
,1424,,2,,9,4,1,2,,,
,2132,2,,,,,,,,,
,2187,9,14,8,13,9,,,,,
,2216,2,6,2,1,1,,,,10,
,2227,,2,1,,,,,,,
,2465,,,,,,,,2,,
,2541,,7,,,4,,,,,
,2690,,,,,,5,3,,,
,3097,,,,,6,,,,,
,3668,,,,,,,,,2,
,3975,,,,,,2,,,,
,4378,,4,,,,,,,,
,4453,,1,,,,2,,1,,
,4727,,,,,,,,,,1
,5493,,,,,,,,1,2,
,7018,,,,,,,,1,,
,7475,,1,2,,,,,,,
,7719,,,,,,,1,,,
,8027,,,,,,,,,,2
,9180,,,,,,,,3,,
,9241,,,,,,4,,,,
ARTICULO30064,2309,,,4,,,,,,,
ARTICULO30065,2083,2,,4,,,,,,,
,2826,,,,1,,,,,,
ARTICULO30067,425,4,,,,,,,,,
,2187,2,,,,,,,,,
,2216,,,,,1,,,,,
,2227,1,,,,,,,,,
,2541,,10,4,,3,,,,,
,3154,,,5,,,,,,,
,3668,,,,2,,,,,,
,7519,,,4,,3,,,,,
ARTICULO30075,7424,,,,,,,,,1,1
,7477,,,,,,,,,2,
ARTICULO30077,452,,,1,,,,,,,
ARTICULO30078,5152,2,,,,,,,,,
ARTICULO30079,2541,,1,,,,,,,,
ARTICULO30080,4061,,,,1,,,,,,
ARTICULO30081,4729,,,2,,,,,,,
,4890,,2,8,,,,,,,
ARTICULO30083,2119,,,,1,,,,,,
,3823,,1,,,,,,,,
,6907,,,,,,5,,,,
,9247,,,,,,,,,,0
ARTICULO30087,427,,,,,1,,3,,,
,460,20,10,2,,,,,,,
,2135,,2,2,2,,,,,,
,2227,1,,,2,,,,,,
,2282,5,,2,3,,,,,,
,2292,,,,,,,4,,,
,2309,,,,,,12,,,,
,5851,,1,,,,,,,,
,7415,,,,,2,,,,,
,8042,,10,26,28,30,11,21,,,
,8124,,,,,,1,,,,
,13027,2,,,,,,,,,
ARTICULO30099,7697,5,,,,,,,,,
ARTICULO30100,469,,,2,,,,,,,
,473,1,,,,,,,,,
,1271,,,,,,3,,,,
,1328,,,3,,,,,,,
,2119,,,2,,,,1,1,,
,2187,4,6,2,3,,,,,,
,2574,3,1,,,,,,,,
,2623,3,,,,,,,1,,
,2657,15,45,30,15,,,,,6,
,2775,,,,,1,,,,,
,6338,,,,,3,,,,,
,7119,1,,,,,,,,,
ARTICULO30112,345,,,,2,,,,,,
ARTICULO30113,345,,,,3,,,,,,
,2282,,,1,,,,,,,
ARTICULO30115,345,,,,6,,,,,,
,427,3,,,9,,,,4,,
,645,9,,,,,,,,,
,2216,,,,2,,,,,,
,2282,,1,,4,10,4,,,,
,2292,,,,,,5,10,,5,
,2435,,,,,,,,6,,
,2574,,5,4,12,,,2,,,
,2623,6,5,,8,,,2,,,
,2775,,,,,1,,,,,
,3097,,,,,2,,,,,
,3189,,4,,,4,12,2,2,,
,3366,,,,5,,,,,,
,4124,,,,10,5,20,,,,
,4453,1,,,,,,,,,
,4483,,,,,,,,3,,
,4909,,1,,,,4,,,,
,5001,,,,5,,,,,,
,6859,1,,,,,,,,,
,7755,,,,,5,,,,,
,8940,,,,,3,,,,,
,10820,,1,,,,,,,,
,12957,1,,,,,,,1,,
ARTICULO30138,4497,,1,,,,,,,,
ARTICULO30139,452,,1,,,,,,,,
ARTICULO30140,3923,,,,1,,,,,,
,4786,,,2,,,,,,,
ARTICULO30142,427,,,,10,,,,,,
ARTICULO30143,345,,,,4,,,,,,
,2172,,,1,,,,,,,
,2216,,26,29,8,,,,,,
,4048,4,,,,,,,,,
,4909,,,,,,,,1,,
,5851,,1,,,,,,,,
,7344,2,5,,,,,,,,
,8137,,,,,,,,2,,
,20595,,,,37,28,16,18,27,,
ARTICULO30152,345,,,,4,,,,,,
,2119,,,10,20,,,,,,
,2138,11,55,,,20,10,,,,
,4786,,,1,,,,,,,
,4909,,,,,,,1,,,
,5851,,1,,,1,,,,,
,6029,,,,1,,,,,,
,6338,,,,1,,,,,,
,6919,1,,,,,,,,,
,6963,,,,,,5,3,,,
,8137,,,1,,,,,,,
,8388,,,1,,,,,,,
ARTICULO30164,7,,,,,,10,,,,
,289,,,,,2,,,,,
,427,8,1,13,6,12,,4,,,
,460,,,1,,,,,,,
,605,,,,,5,,,,,
,711,,,,,1,,,,,
,925,8,2,55,16,9,6,4,,,
,1091,,2,,,,,2,,,
,1271,,,,,,,,1,,
,1424,,,,1,,,,,,
,1436,,,4,,,,,,,
,1985,,1,,,,,,,,
,2083,,,,,,,2,,,
,2135,1,,,,,,,,,
,2174,,,,,,,3,,,
,2177,,,,4,,,,,,
,2187,6,,4,6,6,,,,,
,2216,,1,2,2,1,10,,,,
,2282,,,,12,,2,,,,
,2292,,,,,,8,6,,,
,2396,4,,3,,,,,,,
,2435,,2,4,,,,,,,
,2518,,,5,,,,,,,
,2574,2,,,,,,,,,
,2582,,,,,1,,,,,
,2623,12,4,8,7,8,,5,,,
,2826,9,,,,,,,,,
,3147,,2,2,,,,,,,
,3189,5,,,,,,,,,
,3208,,2,,,,,3,,,
,3235,,,2,,,1,,,,
,3407,4,,,,,,,,,
,3545,,,,4,,,,,,
,3634,,,,,1,,,,,
,3695,4,,5,,,,,,,
,3923,,,,1,,,,,,
,4061,,,,2,,,,,,
,4453,1,,,,,,,,,
,4970,,,1,,,,,,,
,5001,,,,3,,,,,,
,5148,8,,16,,,,8,,,
,5188,,,,,,,5,,,
,5595,,,,,,,5,,,
,6036,,3,2,2,2,2,3,3,,
,6116,4,,4,,5,,,,,
,6208,2,,,,2,,,,,
,6252,,,1,,,,,,,
,7215,,,,4,,,,,,
,7467,,3,,,,,,,,
,7573,,,,,,1,,,,
,7613,2,,,,,,,,,
,7979,,4,,,,,,,,
,8243,,,2,4,,,,,,
,8654,,,,4,,,,,,
,8809,,,,,1,,,,,
,8892,,,,,6,,,,,
,9282,,,,,,,4,,,
,9296,,,,,,,9,,,
,10531,33,9,12,12,16,8,,,,
,13027,17,,2,,3,2,,,,
,20100,4,,1,1,,,,1,,
ARTICULO30225,345,,,,5,,,,,,
ARTICULO30226,345,,,,2,,,,,,
,427,,1,,,,,,,,
,2623,,,4,,,,,,,
,3051,,,,,1,,,,,
,5318,,,4,,,,,,,
ARTICULO30231,289,,,,,,1,,,,
,427,81,42,52,42,71,22,3,,,
,452,,,,3,15,9,2,,,
,473,6,,,,,,,,,
,543,4,,4,8,4,4,,,,
,711,3,1,,,,,,,,
,935,3,,,2,,,,,,
,1091,,,,0,,,,,,
,1097,,6,,,3,,,,,
,1880,,,,,,2,,,,
,2119,7,10,40,24,14,13,,,,
,2135,3,,,6,,1,,,,
,2149,,2,4,,,,,,,
,2177,,,,4,,,,,,
,2187,,1,11,5,,,,,,
,2216,6,12,10,5,11,9,,,,
,2227,,1,,,,,,,,
,2271,42,23,22,37,53,32,10,,,
,2282,10,,,14,6,,1,,,
,2292,,,,,,6,,,,
,2366,,,,,,7,,,,
,2368,3,,,,,,,,,
,2396,,3,4,,4,2,,,,
,2465,6,,5,,2,4,,,,
,2518,,,5,10,,6,,,,
,2582,,,,,4,,,,,
,2623,,,5,,6,16,,,,
,2775,,5,,,,,,,,
,2826,6,,,,,15,,,,
,2946,,1,,,,,,,,
,3076,,,,5,,,,,,
,3097,10,,,,,4,,,,
,3162,14,6,6,9,,,,,,
,3189,,3,,3,,,,,,
,3205,,2,,3,,,,,,
,3881,,4,,,,,,,,
,4009,,,3,,,,,,,
,4092,,4,,,,,,,,
,4156,,,4,,,,,,,
,4345,,,4,4,,,,,,
,4718,,,,5,,,,,,
,4909,,,6,8,3,,,,,
,5318,,,,,4,,,,,
,5493,,,,10,,,,,,
,5537,3,,4,,,,,,,
,5704,,,,,3,,,,,
,5806,,15,,,,,,,,
,6116,2,,8,,5,,,,,
,6338,,,,1,4,,,,,
,6428,,,11,,,1,,,,
,6574,,,2,,,,,,,
,6773,2,3,,,,,,,,
,6952,3,3,,,,,,,,
,7229,,2,1,1,,1,,,,
,7372,,,1,,,,,,,
,7397,,,,,,6,,,,
,7477,10,,3,1,1,,,,,
,7882,,,1,,,,,,,
,8006,,2,,,,,,,,
,8027,,6,,,,,,,,
,8135,,1,,,,,,,,
,8330,,,5,15,15,25,,,,
,8726,,,,,10,,,,,
,9029,,,,,,1,,,,
,9186,,,,,,3,,,,
,10531,,2,1,,,,,,,
,10820,1,,,,,,,,,
,11285,23,,,,,,,,,
,13027,11,15,3,,,,,,,
,80555,,,,,,,1,,,
ARTICULO30301,163,,,,,,,1,,,
,222,2,,,,,,,,,
,427,2,3,,6,3,2,,,,
,452,15,24,10,25,12,,,,,
,460,,3,,,,,,,,
,645,,,6,,,,,,,
,1097,,,5,,5,20,5,,,
,1236,,2,,1,,,,,,
,1275,,9,,,,,,,,
,1855,8,1,,,,,,,,
,1901,,,,,,,2,,,
,2083,,,,,,,2,,,
,2119,4,3,2,4,5,10,,,,
,2187,5,10,,2,4,,,,,
,2216,,,,2,5,1,,,,
,2227,2,,,,,,,,,
,2271,,,,3,,1,,,,
,2282,2,,,,,,,,,
,2309,1,,,,,,,,,
,2396,3,1,,,4,,,,,
,2518,,,6,,,,,,,
,2582,,,,,2,,,,,
,2775,,,3,,,,,,,
,2826,,,,3,,3,,,,
,3162,5,,,,,,,,,
,3164,,,,,1,,,,,
,3189,,,,,,2,,,,
,3754,,,,,2,,,,,
,3930,1,,,,,,,,,
,4092,,4,,,,4,10,,,
,4209,,2,,,,,,,,
,4453,1,,,,,,,,,
,4909,,,1,,,,,,,
,5152,,2,,,,,,,,
,5558,,1,,,,,,,,
,6338,,,,,2,,,,,
,7301,,,,,2,,,,,
,7372,,,2,,,,,,,
,7946,,5,,,,,,,,
,7999,,,,,,1,,,,
,8042,,4,,6,1,4,,,,
,8330,,,,,,2,4,,,
,8908,,,,,1,2,,,,
,9215,,,,,,1,,,,
,10531,,,,,1,,,,,
,13027,1,,8,2,,,,,,
ARTICULO30347,2495,1,,,,,,,,,
ARTICULO30348,2119,,,,1,,,,,,
ARTICULO30349,427,4,4,,4,1,4,,,,
,787,2,,,,,,,,,
,1275,4,,,,,,,,,
,1772,,,,,,2,,,,
,2066,,2,,,,3,,,,
,2187,,,,1,,,,,,
,2216,,2,,,2,1,,,,
,2227,,1,,1,,,,,,
,2271,5,,,4,2,,,,,
,2368,1,,,,,,,,,
,2465,,,,,2,,,,,
,2495,79,170,105,50,130,130,200,,,
,3051,,,,,2,,,,,
,3162,,,,,,3,,,,
,3668,,,,3,,,,,,
,4061,,3,,,,,,,,
,4600,,,,2,,,,,,
,4909,,,,,,19,,,,
,7186,,,,1,,,,,,
,7227,,,,,,1,,,,
,7229,,,,,,1,,,,
,8193,,,2,,,,,,,
,8225,,,2,2,,2,,,,
,8616,,,,1,,,,,,
,9029,,,,,,1,,,,
,13027,1,,,,,,,,,
ARTICULO30375,427,,10,,,,,,,,
,2187,4,,,,,,,,,
,9182,,,,,,1,,,,
ARTICULO30378,427,2,,2,,,1,,,,
,2465,,,,,,,1,,,
,4970,,,,,,1,,,,
ARTICULO30381,5318,,,4,,,,,,,
ARTICULO30382,427,0,3,,4,,,4,,,
,452,1,5,,,,,,,,
,605,,,,,5,,,,,
,895,,2,,,,,,,,
,1097,,9,,,,,,,,
,1271,,,,,,,3,,,
,1424,1,,,,,,,,,
,1492,,,6,,,,,,,
,2119,9,6,4,2,1,2,2,,,
,2135,,,,2,,,,,,
,2138,5,5,5,,5,,,,,
,2187,15,2,4,3,12,,,,,
,2216,2,3,1,5,10,,2,,,
,2227,,,,,1,,,,,
,2282,1,,2,6,4,,5,,,
,2292,,,,,,,6,,,
,2396,,,4,,,,,,,
,2435,4,,,,,,,,,
,2518,,,11,,,,,,,
,2574,,,4,,,,,,,
,2623,4,,4,8,,4,2,,,
,2690,,,,,,2,,,,
,2775,2,2,,1,,,,,,
,2826,1,,,,,,,,,
,3076,,,5,,,,,,,
,3162,5,,,,1,,,,,
,3164,,,,4,,,,,,
,3184,,1,,,,,,,,
,3960,1,,,,,,,,,
,3975,,3,,,,,,,,
,4061,,,,,1,,,,,
,4704,,,,4,,,,,,
,4716,1,,3,,,,,,,
,4794,2,,2,,1,5,,,,
,4970,,,,,,1,,,,
,5558,,1,,,,,,,,
,5914,,,1,,,,,,,
,6096,,,,2,,,,,,
,6208,2,,,,,,,,,
,6338,6,,10,15,10,6,22,,,
,6599,3,,,,,,,,,
,6773,4,3,,,,,,,,
,7174,,2,,,,,,,,
,7519,,,2,,,,,,,
,7653,4,,,,,,,,,
,7946,,5,,,,,,,,
,8021,,2,,,,,,,,
,8027,,6,,,,,,,,
,8246,,,3,,,,,,,
,8564,,,,5,3,,,,,
,8759,,,,,1,,,,,
,8810,,,,,2,4,,,,
,9112,,,,,,1,,,,
,10531,,,1,1,0,,,,,
,12957,,,,2,2,,,,,
,13027,8,,6,7,9,6,,,,
,20200,,,,1,,,,,,
,50230,2,3,,2,,,,,,
,90230,,2,,,,,,,,
ARTICULO30441,427,,,,1,5,4,6,3,1,
,452,,,1,,,,,,,
,607,,,,,,,,2,,
,711,,,1,1,,,,,,
,1097,,5,,,3,,,,,
,1271,,,,,,7,,2,,
,1492,,,1,,,,,,,
,2187,,1,,,,,,,,
,2200,,,,,,,1,,,
,2216,,,3,4,,4,,,,
,2282,,,15,,,,,,,
,2551,,5,,2,,2,,1,,
,2582,5,4,,,,,,,,
,2623,,,,,,,6,,,
,2690,,,,,,1,,,,
,2775,,,,,,5,,,,
,3162,8,,,,,,,,,
,3164,,,2,,,4,,,,
,3217,,,,2,,,,,,
,3989,,,,,,,,3,,
,4909,,,,,,,,2,,
,5001,,,,3,,,,,,
,5148,,10,,,,,,,,
,5567,,3,,,,,,,,
,6329,,,,,,,,6,,
,6511,,,,,,1,,,,
,7186,1,2,1,,,,,,,
,7319,,,,,,,,1,,
,7609,,,,,,,2,2,,
,7906,,,,,,,,3,,
,7997,,,,,,,1,,,
,8954,,,,,,,2,9,,
,13027,2,,1,,,,,,,
ARTICULO30474,7,,,,6,10,,,,,
,345,,,,2,,,,,,
,427,4,,4,,5,3,5,,,
,684,4,4,,,,,,,,
,1091,,,,2,,,,,,
,1097,,,,,3,,,,,
,1271,,,3,2,2,,1,,,
,1325,,2,6,2,,,,,,
,1424,,,,1,3,4,2,1,,
,2119,1,,,,,,2,,,
,2135,,,,2,,,,,,
,2172,,1,,,,1,,,,
,2174,,,,,,1,,,,
,2187,,2,,,,,,,,
,2216,2,1,1,1,,,,,,
,2226,,,,,,,0,,,
,2271,,1,,,,,,,,
,2282,7,,,4,,,,2,,
,2309,2,4,1,6,4,2,,,,
,2366,,,,,,1,,,,
,2396,2,1,2,,,,,,,
,2435,,,1,,,,,,,
,2465,,,,,1,,,,,
,2485,3,,,,,,,,,
,2551,,2,,,,,,,,
,2623,,,,,3,,2,12,,
,2775,,,,,5,2,1,,,
,3930,,,,,,1,,,,
,4124,,,,,,10,,,,
,4426,,,,4,5,,,,,
,4704,,,,2,,,,,,
,4909,,,,,2,,6,,,
,4970,,,4,,,,,,,
,5325,,,,,,,6,,,
,5806,7,21,,,,,,,,
,6116,2,,2,,5,,,,,
,6428,,2,,,,,,,,
,6739,1,,,,,,,,,
,6773,2,3,,,,,,,,
,7186,,1,1,4,,,,,,
,7229,3,,4,3,6,,2,,,
,7519,,,2,,,,,,,
,7993,,,,,,,1,,,
,7997,,1,,,,2,,,,
,13027,,,1,,2,,,,,
ARTICULO30519,345,,,10,,,,,,,
ARTICULO30520,345,,,,2,,,,,,
,2174,,,1,,,,,,,
,2282,,,,1,,,,,,
,2292,,,,,,1,,,,
,4909,,,5,,,,,,,
ARTICULO30525,345,,,,2,,,,,,
ARTICULO30526,345,,,2,,,,,,,
,427,3,1,,,2,1,2,,,
,452,25,18,14,9,1,1,,,,
,473,,,4,6,,,,,,
,1507,,,,,3,4,,,,
,1884,,2,,,,,,,,
,2119,,2,,2,,,,,,
,2135,,1,,,1,2,,,,
,2187,7,5,1,,,,,,,
,2216,,8,2,,,2,3,,,
,2220,,,,,1,,,,,
,2262,1,,,,,,,,,
,2282,,,,,,,5,,,
,2294,,,,,,2,,,,
,2307,2,,,,,,,,,
,2396,,7,,,,,2,,,
,2479,,,,1,,,,,,
,2518,,,2,2,,,2,,,
,2585,,,,,,,1,,,
,2623,,,,,,5,,,,
,2677,,,,,,2,,,,
,2775,,1,,,,,,,,
,2826,,,1,5,,,,,,
,3162,2,2,1,1,,,1,,,
,3695,,,,,,,4,,,
,3823,2,,2,,2,,,,,
,3923,,1,,,,,,,,
,4399,,2,,,,,,,,
,4710,5,,,,,,,,,
,4794,,,,,,,1,,,
,4890,5,,,,,,,,,
,4909,,6,15,11,2,4,2,,,
,4910,,,,1,,,,,,
,5558,,1,,,,,,,,
,5806,22,27,,10,30,25,,,,
,5834,1,1,,,,,,,,
,6275,,4,2,2,1,,1,,,
,6387,,,,4,,,,,,
,6408,,,2,,,,,,,
,6509,3,,,,,,,,,
,6596,,,,,3,,,,,
,7608,1,,,,,,,,,
,7719,,,2,,,5,,,,
,8102,,,,4,,,,,,
,8881,,,,,2,9,,,,
,10531,1,,,,,,,,,
,13027,12,,,,,,,,,
,80555,,,4,1,,,1,,,
ARTICULO30574,452,5,16,13,30,3,,,,,
,1271,,,,1,,,,1,,
,2187,,,1,,,,,,,
,2224,,,,,,,2,,,
,2282,,2,,,,,,,,
,2396,,,,,1,2,,2,,
,2582,,2,2,,,,,,3,
,2677,,,1,,,,,,,
,2826,,,,,,,,,8,
,3164,,,,,,,,,2,
,4453,,,,,,,,,4,
,4794,,,,2,,3,,,1,
,7186,,,3,1,2,,1,1,2,
,8908,,,,,,1,,,,
,13027,,,,2,,,,,,
ARTICULO30589,787,,,4,,,,,,,
,1236,,,1,,,,,,,
,1271,,,,,,,,2,,
,2187,4,,,,,,,,,
,2216,,2,,,,,,,,
,7612,,,1,,,,,,,
,8102,,2,,,,,2,,,
,13027,,,,,,,1,,,
ARTICULO30597,427,,,,,2,2,,,,
,2119,,2,,,,1,1,,,
,2216,,,,,,6,,,,
,2435,2,,,,,,,,,
,2495,10,21,35,13,5,,,3,,
,4704,2,2,,,2,,2,,,
,6275,,1,,,,,,,,
ARTICULO30604,5493,,,,,,,,,1,
,7372,,,,,,,1,,,
ARTICULO30606,2187,,,1,,,,,,,
,2396,,,,2,,,,,,
,2826,,,2,,,,,,,
,3471,,,,,1,,,,,
,4909,,,,,3,,,,,
,5908,1,,,,2,,,,,
,7854,1,,,,,,,,,
ARTICULO30613,1275,,,,4,4,,,,,
,2187,,2,,,,,,,,
ARTICULO30615,427,,,,6,,,,,,
,711,1,,,1,,,,,,
,1097,,4,,,,,,,,
,1275,,,,1,1,,,,,
,2119,,2,,4,,1,,,,
,2172,,,2,1,,,,,,
,2187,1,,,,,,,,,
,2216,,,,2,,,,,,
,2271,,2,,,,,,,,
,2309,,2,,2,3,,,,,
,2775,,,,,,5,,,,
,3097,,,,,,1,,,,
,3471,,,1,,,,,,,
,4909,,2,,1,,,,,,
,6058,,,,,,2,,,,
,6096,,,1,,,,,,,
,9010,,,,,,2,,,,
,13027,6,,1,,,,,,,
